start,finish,task
2022-11-15 13:19:35.417780,2022-11-15 13:19:35.422781,
2022-11-15 13:19:35.422781,2022-11-15 13:34:52.897753,SBR JH memo
2022-11-15 13:34:52.909754,2022-11-15 13:50:03.435901,parkwood roof
2022-11-15 13:50:03.445902,2022-11-15 14:05:04.464963,parkwood roof
2022-11-15 14:16:49.597399,2022-11-15 14:16:49.604396,
2022-11-15 14:29:33.565524,2022-11-15 14:29:33.571526,
2022-11-15 14:29:54.960305,2022-11-15 14:29:54.965304,
2022-11-15 14:35:32.892993,2022-11-15 14:35:32.898994,
2022-11-15 14:36:01.366602,2022-11-15 14:36:01.373600,
2022-11-15 14:37:32.870311,2022-11-15 14:37:32.875996,
2022-11-15 14:40:36.981603,2022-11-15 14:40:36.986604,
2022-11-15 14:40:53.538081,2022-11-15 14:40:53.543080,
2022-11-15 14:42:27.919637,2022-11-15 14:42:27.925638,
2022-11-15 14:42:27.925638,2022-11-15 14:42:38.022215,asas
2022-11-15 14:42:38.034217,2022-11-15 14:42:47.968798,asas
2022-11-15 14:43:25.559361,2022-11-15 14:43:25.566361,
2022-11-15 14:43:25.566361,2022-11-15 14:46:57.706341,parkwood barrel
2022-11-15 14:46:57.717088,2022-11-15 15:02:02.786597,parkwood barrel
2022-11-15 15:02:02.805595,2022-11-15 15:17:17.068442,hospital
2022-11-15 15:17:17.082404,2022-11-15 15:36:24.505280,hospital
2022-11-15 15:36:24.519263,2022-11-15 15:51:28.710161,hospital
2022-11-15 15:51:28.724165,2022-11-15 16:06:32.524906,hospital
2022-11-15 16:06:32.536905,2022-11-15 16:21:42.003210,barrel
2022-11-15 16:21:42.017175,2022-11-15 17:57:03.485054,brick
2022-11-15 18:01:19.502584,2022-11-15 18:01:19.509584,
2022-11-15 18:10:58.139846,2022-11-15 18:10:58.145838,
2022-11-15 18:27:29.160892,2022-11-15 18:27:29.169926,
2022-11-15 18:30:56.738051,2022-11-15 18:30:56.750052,
