start,finish,task
2023-06-29 21:15:38.375632,2023-07-10 09:16:23.742219, admin
2023-07-10 09:16:23.752230,2023-07-10 09:31:35.483706, admin
2023-07-10 09:31:35.505658,2023-07-10 09:50:53.529744, admin
2023-07-10 09:50:53.549280,2023-07-10 10:05:56.723337, admin
2023-07-10 10:05:56.735394,2023-07-10 10:20:58.162986, admin
2023-07-10 10:20:58.174894,2023-07-10 10:36:00.386194, admin
2023-07-10 10:36:00.396712,2023-07-10 10:51:04.674383, admin
2023-07-10 10:51:04.687391,2023-07-10 11:06:05.925559, admin
2023-07-10 11:06:05.934557,2023-07-10 11:21:07.570549, admin
2023-07-10 11:21:07.582882,2023-07-10 11:36:10.809708, admin
2023-07-10 11:36:10.821709,2023-07-10 13:57:04.191460, admin
2023-07-10 13:57:04.201461,2023-07-10 14:12:06.524404, admin
2023-07-10 14:12:06.539423,2023-07-10 14:27:12.358958, admin
2023-07-10 14:27:12.371964,2023-07-10 14:42:14.417951, admin
2023-07-10 14:42:14.426954,2023-07-10 14:57:16.504624, admin
2023-07-10 14:57:16.519625,2023-07-10 15:12:21.624729, admin
2023-07-10 15:12:21.634693,2023-07-10 15:27:21.883106, admin
2023-07-10 15:27:21.891104,2023-07-10 15:42:36.343913,team meeting
2023-07-10 15:42:36.354523,2023-07-10 15:57:38.501229,team meeting
2023-07-10 15:57:38.512304,2023-07-10 16:12:40.656627,team meeting
2023-07-10 16:12:40.670362,2023-07-11 09:08:26.219167,oncololgy
2023-07-11 09:08:26.227167,2023-07-11 09:23:32.645966,oncololgy
2023-07-11 09:23:32.654966,2023-07-11 09:40:04.485785,ndh meeting internal
2023-07-11 09:40:04.503791,2023-07-11 09:55:06.334303,ndh meeting internal
2023-07-11 09:55:06.352758,2023-07-11 10:10:48.602811,ndh meeting internal
2023-07-11 10:10:48.623661,2023-07-11 10:29:06.875323,ndh meeting internal
2023-07-11 10:29:06.885832,2023-07-11 10:44:08.108491,ndh meeting internal
2023-07-11 10:44:08.120012,2023-07-11 10:59:10.172170,ndh meeting internal
2023-07-11 10:59:10.194173,2023-07-11 11:14:11.449771,ndh meeting internal
2023-07-11 11:14:11.462780,2023-07-11 12:05:14.212546,ndh meeting internal
2023-07-11 12:05:14.253547,2023-07-11 12:21:25.122365,ndh meeting internal
2023-07-11 12:21:25.135369,2023-07-11 12:36:26.435722,ndh meeting internal
2023-07-11 12:36:26.447724,2023-07-11 12:51:28.363481,ndh meeting internal
2023-07-11 12:51:28.373492,2023-07-11 13:06:32.524933,ndh meeting internal
2023-07-11 13:06:32.535935,2023-07-11 13:25:47.104541,ndh meeting internal
2023-07-11 13:25:47.116551,2023-07-11 13:40:49.078789,ndh meeting internal
2023-07-11 13:40:49.089753,2023-07-11 15:47:20.766494,meeting oncology
2023-07-11 15:47:20.780822,2023-07-11 16:02:22.738147,meeting oncology
2023-07-11 16:02:22.752149,2023-07-11 16:17:44.554502,aag rfis - copper roof, wires & 
2023-07-11 16:17:44.586510,2023-07-11 16:32:49.520989,aag rfis - copper roof, wires & 
2023-07-11 16:32:49.540514,2023-07-11 16:50:49.551236,aag rfis - copper roof, wires & 
2023-07-11 16:50:49.566386,2023-07-11 17:05:51.535719,aag rfis - copper roof, wires & 
2023-07-12 09:58:41.686640,2023-07-12 09:58:42.815740,
2023-07-12 09:58:42.818740,2023-07-12 10:16:10.517499,mpi wg review
2023-07-12 10:16:10.527018,2023-07-12 10:31:10.713226,mpi wg review
2023-07-12 10:31:10.725225,2023-07-12 10:48:54.916598,mpi wg review
2023-07-12 10:48:54.945580,2023-07-12 11:03:58.376100,mpi wg review
2023-07-12 11:03:58.395100,2023-07-12 11:19:09.234282,mpi wg review
2023-07-12 11:19:09.260562,2023-07-12 11:34:14.686754,nd
2023-07-12 11:34:14.696755,2023-07-12 11:49:16.310386,nd
2023-07-12 11:49:16.319386,2023-07-12 12:04:18.394601,nd
2023-07-12 12:04:18.406116,2023-07-12 12:51:41.050019,nd
2023-07-12 12:51:41.061021,2023-07-12 13:06:45.006700,nd
2023-07-12 13:06:45.019716,2023-07-12 13:21:46.844379,nd
